https://habr.com/ru/news/t/696160/~Sony представила беспроводные наушники LinkBuds S в корпусе из переработанного пластика~daniilshat~/ru/users/daniilshat/~2022-10-28~696160
https://habr.com/ru/news/t/696158/~РЖД подвёл итоги голосования за дизайн первого российского высокоскоростного поезда~ancotir~/ru/users/ancotir/~2022-10-28~696158
https://habr.com/ru/news/t/696156/~Набиуллина: ЦБ работает над альтернативами платёжных инструментов для российских туристов~hello_hella~/ru/users/hello_hella/~2022-10-28~696156
https://habr.com/ru/company/sbermarket/news/t/696154/~Приглашаем на первый DevOps митап от СберМаркет Tech~Sbermarket~/ru/users/Sbermarket/~2022-10-28~696154
https://habr.com/ru/news/t/696138/~Китайская компания построит завод по производству карбида кремния в Воронеже~Travis_Macrif~/ru/users/Travis_Macrif/~2022-10-28~696138
https://habr.com/ru/news/t/696136/~Спрос на гравировку кириллической раскладки на клавиатурах и ноутбуках вырос на 20-30% за последние полгода~hello_hella~/ru/users/hello_hella/~2022-10-28~696136
https://habr.com/ru/news/t/696132/~Из-за бага в iOS 16.1 на некоторых iPhone произвольно отключается сеть Wi-Fi~daniilshat~/ru/users/daniilshat/~2022-10-28~696132
https://habr.com/ru/news/t/696130/~«МегаФон» первым среди розничных сетей подключился к сервису рассрочки «Яндекс Сплит»~ancotir~/ru/users/ancotir/~2022-10-28~696130
https://habr.com/ru/news/t/696122/~Telegram по требованию Apple заблокировал на iOS возможность покупки в мессенджере скрытых изображений в обход App Store~denis-19~/ru/users/denis-19/~2022-10-28~696122
https://habr.com/ru/news/t/696096/~Минцифры представило проект упрощенных правил для получения IT-ипотеки~denis-19~/ru/users/denis-19/~2022-10-28~696096
https://habr.com/ru/news/t/696110/~Роскосмос: следующие запуски «Прогресса МС-22» «Союза МС-23» состоятся в первом квартале 2023 года~Travis_Macrif~/ru/users/Travis_Macrif/~2022-10-28~696110
https://habr.com/ru/company/jetinfosystems/news/t/696092/~ТОП-3 ИБ-событий недели по версии Jet CSIRT~CSIRT~/ru/users/CSIRT/~2022-10-28~696092
https://habr.com/ru/company/robouniver/news/t/696038/~Пицца руками робота. Компания Nala Robotics представила автономного робота Pizzaiola для заведений быстрого питания~robouniver~/ru/users/robouniver/~2022-10-28~696038
https://habr.com/ru/news/t/696088/~Исследование: качество работы колл-центров банков резко упало в 2022 году~hello_hella~/ru/users/hello_hella/~2022-10-28~696088
https://habr.com/ru/company/southbridge/news/t/696086/~«Администрирование Linux. Мега» — стартуем уже 31 октября~geniyoctober~/ru/users/geniyoctober/~2022-10-28~696086
https://habr.com/ru/news/t/696084/~Минцифры: работа 3G в России продлится как минимум до 2027 года~ancotir~/ru/users/ancotir/~2022-10-28~696084
https://habr.com/ru/news/t/696080/~Revolut получил разрешение от британского регулятора на предоставление криптоуслуг в стране~avouner~/ru/users/avouner/~2022-10-28~696080
https://habr.com/ru/news/t/696076/~С 2016 года число компьютеров в российских школах выросло на 28%~Travis_Macrif~/ru/users/Travis_Macrif/~2022-10-28~696076
https://habr.com/ru/news/t/696070/~Межзвёздная пыль позволила учёным взглянуть на Млечный Путь из далёких галактик~SLY_G~/ru/users/SLY_G/~2022-10-28~696070
https://habr.com/ru/news/t/696062/~Сертифицированные «Ростестом» PS5 начали продаваться на маркетплейсах~hello_hella~/ru/users/hello_hella/~2022-10-28~696062
https://habr.com/ru/news/t/696044/~Рынок онлайн-продаж в России вырос на 52%~Travis_Macrif~/ru/users/Travis_Macrif/~2022-10-28~696044
